
AC NO. , AC NAME , CANDIDATE NAME , SEX , PARTY , GENERAL , POSTAL , TOTAL , % VOTES POLLED , TOTAL ELECTORS ,
243,Paranda ,10 Padghan Nanasaheb Dnyanoba,MALE,IND,358,1,359,0.17%,314711,
243,Paranda ,11 Aryanraje Kisanrao Shinde,MALE,IND,355,,355,0.17%,314711,
 TOTAL : ,,,,,213431,1535,214966,68.31%,,
244,Karmala,1 Sanjaymama Vitthalrao Shinde,MALE,IND,78123,699,78822,36.65%,302816,
244,Karmala,2 Narayan (Aaba) Govindrao Patil,MALE,IND,72631,697,73328,34.09%,302816,
244,Karmala,3 Bagal Rashmi Digambar,FEMALE,SHS,52915,380,53295,24.78%,302816,
244,Karmala,4 Atul (Bhau) Bhairavnath Khupase,MALE,VBA,4457,11,4468,2.08%,302816,
244,Karmala,5 NOTA,,NOTA,1590,7,1597,0.74%,302816,
244,Karmala,6 Patil Sanjay Krishnarao,MALE,NCP,1379,12,1391,0.65%,302816,
244,Karmala,7 Shaikh Jainuddin Dastgir,MALE,BSP,828,,828,0.38%,302816,
244,Karmala,8 Ram Tukaram Waghmare,MALE,IND,794,,794,0.37%,302816,
244,Karmala,9 Adv. Vijay Bhimarao Awhad,MALE,IND,548,,548,0.25%,302816,
 TOTAL : ,,,,,213265,1806,215071,71.02%,,
245,Madha,1 Shinde Babanrao Vitthalrao,MALE,NCP,141701,872,142573,62.78%,326537,
245,Madha,2 Kokate Sanjay Shivlal,MALE,SHS,74024,304,74328,32.73%,326537,
245,Madha,3 Ashok Joti Takatode,MALE,BSP,2994,6,3000,1.32%,326537,
245,Madha,4 NOTA,,NOTA,1625,3,1628,0.72%,326537,
245,Madha,5 Jagadale Dinesh Gopinath,MALE,SBBGP,1442,7,1449,0.64%,326537,
245,Madha,6 Anand Shamrao Londhe,MALE,IND,1412,,1412,0.62%,326537,
245,Madha,7 Adv.Khot Pandurang Vitthal,MALE,IND,839,2,841,0.37%,326537,
245,Madha,8 Sarade Ganesh Navnath,MALE,IND,774,,774,0.34%,326537,
245,Madha,9 Zambare Jotiram Madhukar,MALE,IND,418,,418,0.18%,326537,
245,Madha,10 Naganath Pandurang Bhosale,MALE,IND,404,,404,0.18%,326537,
245,Madha,11 Shahajahan Paigambar Shaikh,MALE,BAHUMP,281,,281,0.12%,326537,
 TOTAL : ,,,,,225914,1194,227108,69.55%,,
246,Barshi ,1 Rajendra Vitthal Raut,MALE,IND,93961,1521,95482,42.57%,306507,
246,Barshi ,2 Adv. Dilip Gangadhar Sopal,MALE,SHS,91316,1090,92406,41.19%,306507,
246,Barshi ,3 Bhumkar Niranjan Prakash,MALE,NCP,15915,204,16119,7.19%,306507,
246,Barshi ,4 Vishal Bahubali Kalaskar,MALE,IND,11427,,11427,5.09%,306507,
246,Barshi ,5 Nagnath Abhimanu Chavan,MALE,MNS,2716,2,2718,1.21%,306507,
246,Barshi ,6 NOTA,,NOTA,1248,7,1255,0.56%,306507,
246,Barshi ,7 Kanishk Suresh Shinde,MALE,BSP,1146,10,1156,0.52%,306507,
246,Barshi ,8 Itkar Atul Bapurav,MALE,IND,814,1,815,0.36%,306507,
246,Barshi ,9 Rajesh Madhukar Bangar,MALE,IND,641,,641,0.29%,306507,
246,Barshi ,10 Anand Ramchandra Kashid,MALE,IND,593,1,594,0.26%,306507,
246,Barshi ,11 Adv. Suhas Tulshidas Kamble,MALE,IND,554,1,555,0.25%,306507,
246,Barshi ,12 Mahadev Eknath Kakade,MALE,IND,456,4,460,0.21%,306507,
246,Barshi ,13 Babita Lakhan Kale,FEMALE,ABHM,324,1,325,0.14%,306507,
246,Barshi ,14 Jagannath Nivrutti Munde,MALE,IND,210,1,211,0.09%,306507,
246,Barshi ,15 Kazi Kamilauddin Ajimoddin Kazi,MALE,IND,152,,152,0.07%,306507,
 TOTAL : ,,,,,221473,2843,224316,73.18%,,
247,Mohol ,1 Mane Yashwant Vitthal,MALE,NCP,89845,687,90532,44.86%,305901,
247,Mohol ,2 Kshirsagar Nagnath Dattatray,MALE,SHS,68396,437,68833,34.11%,305901,
247,Mohol ,3 Ramesh Nagnath Kadam,MALE,IND,23573,76,23649,11.72%,305901,
247,Mohol ,4 Gautam Kisan Vadave,MALE,VBA,6396,33,6429,3.19%,305901,
247,Mohol ,5 Shejwal Manoj Bhaskarrao,MALE,IND,3814,8,3822,1.89%,305901,
247,Mohol ,6 Rajendra Shivaji Shinde,MALE,IND,1765,,1765,0.87%,305901,
247,Mohol ,7 Dr. Hanumant Bhagwan Bhosale,MALE,MNS,1466,5,1471,0.73%,305901,
247,Mohol ,8 Dr. Anil Shamrao Shembade,MALE,BVA,1163,,1163,0.58%,305901,
247,Mohol ,9 Adv. Premnath Changdev Sonawane,MALE,BSP,945,4,949,0.47%,305901,
247,Mohol ,10 NOTA,,NOTA,936,4,940,0.47%,305901,
247,Mohol ,11 Sanjay Manohar Kharatmal,MALE,IND,797,2,799,0.40%,305901,
247,Mohol ,12 Krushna Nagnath Bhise,MALE,BAHUMP,447,1,448,0.22%,305901,
247,Mohol ,13 Nagesh Bharat Vankalse,MALE,IND,393,,393,0.19%,305901,
247,Mohol ,14 Gaikwad Sarika Shrikisan,FEMALE,IND,384,,384,0.19%,305901,
247,Mohol ,15 Atul Shravan More,MALE,IND,230,1,231,0.11%,305901,
 TOTAL : ,,,,,200550,1258,201808,65.97%,,
248,Solapur City North,1 DESHMUKH VIJAYKUMAR SIDRAMAPPA,MALE,BJP,96256,273,96529,63.64%,288466,
248,Solapur City North,2 ANAND BABURAO CHANDANSHIVE,MALE,VBA,23386,75,23461,15.47%,288466,
248,Solapur City North,3 MANOHAR GANPAT SAPATE,MALE,NCP,19142,63,19205,12.66%,288466,
248,Solapur City North,4 BANSODE ATISH MOHAN,MALE,AIMIM,5383,3,5386,3.55%,288466,
248,Solapur City North,5 NOTA,,NOTA,2151,2,2153,1.42%,288466,
248,Solapur City North,6 NAMDEO TUKARAM RASTE,MALE,BSP,1118,4,1122,0.74%,288466,
248,Solapur City North,7 RAUT SOMNATH VIJAY,MALE,SBBGP,1058,,1058,0.70%,288466,
248,Solapur City North,8 HUSAIN A.SAMAD KURESHI,MALE,HJP,670,1,671,0.44%,288466,
248,Solapur City North,9 KHANDU BHIMRAO DHADE,MALE,APoI,373,1,374,0.25%,288466,
248,Solapur City North,10 NAGMANI KISAN JAKKAN,FEMALE,IND,361,,361,0.24%,288466,
248,Solapur City North,11 AHMED QASIM MOMIN,MALE,IND,328,1,329,0.22%,288466,
248,Solapur City North,12 JAYRAJ DHANRAJ NAGANSURE,MALE,IND,313,,313,0.21%,288466,
248,Solapur City North,13 VISHNU RAMSWAMI KHANDARE,MALE,IND,288,,288,0.19%,288466,
248,Solapur City North,14 MANISHA KESHAV MANE,FEMALE,IND,156,,156,0.10%,288466,
248,Solapur City North,15 CHOLLE VIJAY PRAKASH,MALE,IND,142,,142,0.09%,288466,
248,Solapur City North,16 IRAKSHETTI SUSHANT SIDRAM,MALE,IND,125,,125,0.08%,288466,
 TOTAL : ,,,,,151250,423,151673,52.58%,,
249,Solapur City central,1 Shinde Praniti Sushilkumar,FEMALE,INC,51153,287,51440,30.58%,302160,
249,Solapur City central,2 Haji Farooq Maqbool Shabdi,MALE,AIMIM,38619,102,38721,23.02%,302160,
249,Solapur City central,3 Kothe Mahesh Vishnupant,MALE,IND,30022,59,30081,17.88%,302160,
249,Solapur City central,4 Dilip Brahmdeo Mane,MALE,SHS,29092,155,29247,17.39%,302160,
249,Solapur City central,5 Adam Narasayya Narayan,MALE,CPIM,10485,20,10505,6.24%,302160,
249,Solapur City central,6 Imtiyaj Abdulmannan Peerjade,MALE,VBA,2753,14,2767,1.64%,302160,
249,Solapur City central,7 NOTA,,NOTA,800,7,807,0.48%,302160,
249,Solapur City central,8 Rahul Maruti Sarvgod,MALE,BSP,768,1,769,0.46%,302160,
249,Solapur City central,9 Sathi Bashirahmed Bashamiya Shaikh,MALE,IND,457,,457,0.27%,302160,
249,Solapur City central,10 Deepak (DG) Ratan Gavli,MALE,IND,420,,420,0.25%,302160,
249,Solapur City central,11 M.Gous Samad Qureshi,MALE,HJP,408,,408,0.24%,302160,
249,Solapur City central,12 Abute Vijay Goutamkumar,MALE,BVA,390,,390,0.23%,302160,
249,Solapur City central,13 Kalyani Shankar Halsangi,MALE,IND,368,,368,0.22%,302160,
249,Solapur City central,14 Manish Subhash Gaikwad,MALE,IND,339,,339,0.20%,302160,
249,Solapur City central,15 Ashok Bhairavnath Machan,MALE,IND,325,,325,0.19%,302160,
249,Solapur City central,16 Sachin Shahu Maske,MALE,IND,276,1,277,0.16%,302160,
249,Solapur City central,17 Rajendra Dashrathsa Rangrej,MALE,IND,227,,227,0.13%,302160,
249,Solapur City central,18 Khateeb Vakeel,MALE,AAAP,220,,220,0.13%,302160,
249,Solapur City central,19 Nagamani Kisan Jakkan,FEMALE,IND,202,,202,0.12%,302160,
249,Solapur City central,20 Umesh Kishanrao Karpekar,MALE,IND,151,,151,0.09%,302160,
249,Solapur City central,21 Adv. Vikram Uttam Kasabe,MALE,IND,100,,100,0.06%,302160,
 TOTAL : ,,,,,167575,646,168221,55.67%,,
250,Akkalkot ,1 Kalyanshetti Sachin Panchappa,MALE,BJP,118435,1002,119437,55.95%,346498,
250,Akkalkot ,2 Siddharam Satlingappa Mhetre,MALE,INC,81951,717,82668,38.72%,346498,
250,Akkalkot ,3 Dharmraj Kashiram Rathod,MALE,VBA,6596,34,6630,3.11%,346498,
250,Akkalkot ,4 Bhante Nagmurti,MALE,BSP,1237,2,1239,0.58%,346498,
250,Akkalkot ,5 NOTA,,NOTA,1164,4,1168,0.55%,346498,
250,Akkalkot ,6 Madhukar Maruti Jadhav,MALE,MNS,720,7,727,0.34%,346498,
250,Akkalkot ,7 Babanagare Sujata Basavraj,FEMALE,IND,346,,346,0.16%,346498,
250,Akkalkot ,8 Shrivyakteshwar Maha Swamiji ( Katakdhond D. G. ),MALE,IND,308,1,309,0.14%,346498,
250,Akkalkot ,9 Surekha Ambaji Kshirsagar,FEMALE,ABHM,266,,266,0.12%,346498,
250,Akkalkot ,10 Santosh Gopichand Gajadhane,MALE,BMUP,254,3,257,0.12%,346498,
250,Akkalkot ,11 Advocate Laxman Gurubasappa Mhetre,MALE,IND,232,1,233,0.11%,346498,
250,Akkalkot ,12 Amol Arun Harnalkar,MALE,IND,210,,210,0.10%,346498,
 TOTAL : ,,,,,211719,1771,213490,61.61%,,
251,Solapur South,1 Deshmukh Subhash Sureshchandra,MALE,BJP,86442,781,87223,53.65%,310524,
251,Solapur South,2 Moulali Bashumiya Sayyed (Baba Mistri),MALE,INC,57668,308,57976,35.66%,310524,
251,Solapur South,3 Yuvraj (Bhayya) Bhimrao Rathod,MALE,VBA,8519,60,8579,5.28%,310524,
251,Solapur South,4 AmitKumar Sanjay Ajanalkar (Sir),MALE,AIMIM,2004,1,2005,1.23%,310524,
251,Solapur South,5 Prof. Naganath Ganapati Dupargude,MALE,BSP,1863,10,1873,1.15%,310524,
251,Solapur South,6 NOTA,,NOTA,1789,4,1793,1.10%,310524,
251,Solapur South,7 Shekharbhau or Sanket Chandan Bangale,MALE,IND,840,4,844,0.52%,310524,
251,Solapur South,8 Meenakshi Dilip Tele,FEMALE,IND,364,1,365,0.22%,310524,
251,Solapur South,9 Shivanand Siddharam Ghongade,MALE,IND,330,11,341,0.21%,310524,
251,Solapur South,10 Prof. Shrishail Mahadeo Rankhambe,MALE,BVA,300,2,302,0.19%,310524,
251,Solapur South,11 Dipak Shankar Bhandare,MALE,IND,276,2,278,0.17%,310524,
251,Solapur South,12 Dr. Baban Bhanudas Kamble,MALE,IND,264,2,266,0.16%,310524,
251,Solapur South,13 Harshavardhan Jawahar Kamale,MALE,IND,250,1,251,0.15%,310524,
251,Solapur South,14 Mahasidha Tukaram Gayakwad,MALE,IND,242,1,243,0.15%,310524,
251,Solapur South,15 DR. NANASAHEB PANDIT ARJUN,MALE,IND,230,3,233,0.14%,310524,
 TOTAL : ,,,,,161381,1191,162572,52.35%,,
252,Pandharpur,1 Bhalake Bharat Tukaram,MALE,NCP,89191,596,89787,37.48%,334120,
252,Pandharpur,2 Paricharak Sudhakar Ramchandra,MALE,BJP,75623,803,76426,31.90%,334120,
252,Pandharpur,3 Autade Samadhan Mahadeo,MALE,IND,53648,476,54124,22.59%,334120,
252,Pandharpur,4 Kalunge Shivajirao Bajirao,MALE,INC,7202,30,7232,3.02%,334120,
252,Pandharpur,5 Mane Santosh Mahadev,MALE,IND,3937,1,3938,1.64%,334120,
252,Pandharpur,6 Khadatare Dattatraya Tatya,MALE,VBA,1848,14,1862,0.78%,334120,
252,Pandharpur,7 Sarvagod Sarika Ravindra,FEMALE,BSP,969,6,975,0.41%,334120,
252,Pandharpur,8 Sunil Suresh Gore,MALE,IND,771,,771,0.32%,334120,
252,Pandharpur,9 NOTA,,NOTA,633,6,639,0.27%,334120,
252,Pandharpur,10 Adv.Aavchare Maruti Krishna,MALE,BVA,516,,516,0.22%,334120,
252,Pandharpur,11 Sudarshan Raychand Khandare,MALE,IND,466,,466,0.19%,334120,
252,Pandharpur,12 Annasaheb Sukhadev Maske,MALE,IND,428,,428,0.18%,334120,
252,Pandharpur,13 Birappa Ishwar Waghmode,MALE,IND,426,,426,0.18%,334120,
252,Pandharpur,14 Birappa Madhukar Mote,MALE,IND,404,,404,0.17%,334120,
252,Pandharpur,15 Aware Siddheshwar Bharat,MALE,BAHUMP,372,2,374,0.16%,334120,
252,Pandharpur,16 Prof. Engineer Namdeo Shekappa Thorbole Patil,MALE,IND,268,2,270,0.11%,334120,
252,Pandharpur,17 Pratap Pandurang Kamble,MALE,IND,237,,237,0.10%,334120,
252,Pandharpur,18 Abdul Rauf Jafar Mulani,MALE,IND,224,,224,0.09%,334120,
252,Pandharpur,19 Adv.Lokare Shivlal Krishna,MALE,IND,195,,195,0.08%,334120,
252,Pandharpur,20 Nishikant Bandu Patil,MALE,IND,135,,135,0.06%,334120,
252,Pandharpur,21 Hanamant Vitthal Birajdar,MALE,IND,129,,129,0.05%,334120,
 TOTAL : ,,,,,237622,1936,239558,71.70%,,
253,Sangola,1 Adv. Shahajibapu Rajaram Patil,MALE,SHS,98763,701,99464,46.16%,294895,
253,Sangola,2 Dr. Aniket Chandrakant Deshmukh,MALE,PWPI,97688,1008,98696,45.81%,294895,
253,Sangola,3 Rajashritai Dattatraya Nagane - Patil,FEMALE,IND,4466,18,4484,2.08%,294895,
253,Sangola,4 Rajaram Damu Kalebag,MALE,IND,1928,,1928,0.89%,294895,
253,Sangola,5 Bapusaheb Chandu Thokale,MALE,IND,1567,1,1568,0.73%,294895,
253,Sangola,6 Vishnu Krishna Yalmar,MALE,VBA,1031,10,1041,0.48%,294895,
253,Sangola,7 Adv. Shankar Bhagwan Sargar,MALE,AIMIM,979,8,987,0.46%,294895,
253,Sangola,8 Dipakaba Bapuso Salunkhe,MALE,NCP,884,31,915,0.42%,294895,
253,Sangola,9 Dr. Sudarshan Murlidhar Gherade,MALE,IND,877,5,882,0.41%,294895,
253,Sangola,10 NOTA,,NOTA,694,6,700,0.32%,294895,
253,Sangola,11 Vinod Alias Kalidas Vishwanath Kasabe,MALE,BSP,669,3,672,0.31%,294895,
253,Sangola,12 Tukaram Keshav Shendage,MALE,NRSP,611,2,613,0.28%,294895,
253,Sangola,13 Mohan Vishnu Raut,MALE,IND,523,1,524,0.24%,294895,
253,Sangola,14 Haridas Bapuso Walke,MALE,IND,474,,474,0.22%,294895,
253,Sangola,15 Bandu Agatarao Gadhire,MALE,IND,471,,471,0.22%,294895,
253,Sangola,16 Bharat Digambar Gadhire,MALE,IND,449,,449,0.21%,294895,
253,Sangola,17 Engr. Baliram Sukhadev More,MALE,IND,437,1,438,0.20%,294895,
253,Sangola,18 Umesh Dnyanu Mandale,MALE,IND,437,,437,0.20%,294895,
253,Sangola,19 Laxman Sopan Hake,MALE,BVA,266,1,267,0.12%,294895,
253,Sangola,20 Navanath Bira Madane,MALE,IND,232,,232,0.11%,294895,
253,Sangola,21 Parmeshwar P. Gejage,MALE,IND,225,1,226,0.10%,294895,
 TOTAL : ,,,,,213671,1797,215468,73.07%,,
254,Malshiras ,1 Ram Vitthal Satpute,MALE,BJP,102562,945,103507,48.09%,320662,
254,Malshiras ,2 Uttamrao Shivdas Jankar,MALE,NCP,100494,423,100917,46.89%,320662,
254,Malshiras ,3 Raj Yashwant Kumar,MALE,VBA,5516,22,5538,2.57%,320662,
254,Malshiras ,4 NOTA,,NOTA,1892,7,1899,0.88%,320662,
254,Malshiras ,5 Shrikrushna Dnyandev Prakshale,MALE,BSP,1078,3,1081,0.50%,320662,
254,Malshiras ,6 Ashokrao Sopanrao Tadwalkar-Sir,MALE,BPSJP,694,1,695,0.32%,320662,
254,Malshiras ,7 Makarand Naganath Sathe,MALE,IND,680,2,682,0.32%,320662,
254,Malshiras ,8 Prof. Dr.Uttam Eknath Mote,MALE,IND,530,4,534,0.25%,320662,
254,Malshiras ,9 Bapu alias Bapurav Mahadev Ahivale,MALE,IND,387,3,390,0.18%,320662,
 TOTAL : ,,,,,213833,1410,215243,67.12%,,
255,Phaltan ,1 Dipak Pralhad Chavan,MALE,NCP,116401,1216,117617,54.55%,332673,
255,Phaltan ,2 Agawane Digambar Rohidas,MALE,BJP,86113,523,86636,40.18%,332673,
255,Phaltan ,3 Arvind Baburao Aadhav,MALE,VBA,5406,54,5460,2.53%,332673,
255,Phaltan ,4 NOTA,,NOTA,1706,11,1717,0.80%,332673,
255,Phaltan ,5 Pradip alias Prem Suresh More,MALE,BSP,931,3,934,0.43%,332673,
255,Phaltan ,6 Kanchankanhoja Dhondiram Kharat,FEMALE,IND,778,2,780,0.36%,332673,
255,Phaltan ,7 Chandrakant Ambar Ahiwale,MALE,IND,737,2,739,0.34%,332673,
255,Phaltan ,8 Nandu Sambhaji More,MALE,IND,673,,673,0.31%,332673,
255,Phaltan ,9 Amol Aabaji Pawar,MALE,pbpa,340,2,342,0.16%,332673,
255,Phaltan ,10 Chandrakant Narayan Salavi,MALE,IND,307,1,308,0.14%,332673,
255,Phaltan ,11 Amol Madhukar Karade,MALE,IND,216,,216,0.10%,332673,
255,Phaltan ,12 Ahiwale Pandu Samundralal,MALE,IND,182,,182,0.08%,332673,
 TOTAL : ,,,,,213790,1814,215604,64.81%,,
256,Wai ,1 Makrand Laxmanrao Jadhav (Patil),MALE,NCP,129451,1035,130486,57.26%,332498,
256,Wai ,2 Madan Prataprao Bhosale,MALE,BJP,86289,550,86839,38.11%,332498,
256,Wai ,3 Mahanawar Ramdas Bhiva,MALE,VBA,3471,29,3500,1.54%,332498,
256,Wai ,4 Dipak Keshav Kakade,MALE,BSP,1758,3,1761,0.77%,332498,
256,Wai ,5 Dhanraj Maruti Kamble,MALE,CPI,1683,2,1685,0.74%,332498,
256,Wai ,6 NOTA,,NOTA,1341,17,1358,0.60%,332498,
256,Wai ,7 Sachin Bhausaheb Chavan,MALE,MAHKRS,626,1,627,0.28%,332498,
256,Wai ,8 Advocate Dattatraya Abaji Sanas,MALE,ABHM,508,1,509,0.22%,332498,
256,Wai ,9 Manohar Balasaheb Kadam,MALE,IND,492,2,494,0.22%,332498,
256,Wai ,10 Shrirang Navsu Lakhe,MALE,IND,357,2,359,0.16%,332498,
256,Wai ,11 Prashant Prataprao Jagtap,MALE,IND,265,,265,0.12%,332498,
 TOTAL : ,,,,,226241,1642,227883,68.54%,,
257,Koregaon ,1 Mahesh Sambhajiraje Shinde,MALE,SHS,100894,593,101487,49.58%,302300,
257,Koregaon ,2 Shashikant Jaywantrao Shinde,MALE,NCP,94595,660,95255,46.54%,302300,
257,Koregaon ,3 Dr. Balasaheb Santu Chavan,MALE,VBA,2559,24,2583,1.26%,302300,
257,Koregaon ,4 Kiran Kashinath Sawant,MALE,BSP,2075,13,2088,1.02%,302300,
257,Koregaon ,5 NOTA,,NOTA,1273,11,1284,0.63%,302300,
257,Koregaon ,6 Priya Sadashiv Naik,FEMALE,IND,1079,6,1085,0.53%,302300,
257,Koregaon ,7 Mahesh Gulab Shinde,MALE,IND,491,,491,0.24%,302300,
257,Koregaon ,8 Shashikant Jagannath Shinde,MALE,IND,409,2,411,0.20%,302300,
 TOTAL : ,,,,,203375,1309,204684,67.71%,,
258,Man ,1 JAYKUMAR BHAGWANRAO GORE,MALE,BJP,90759,710,91469,40.16%,341964,
258,Man ,2 PRABHAKAR KRUSHNAJI DESHMUKH,MALE,IND,87247,1179,88426,38.82%,341964,
258,Man ,3 SHEKHAR BHAGWANRAO GORE,MALE,SHS,37321,218,37539,16.48%,341964,
258,Man ,4 AMRUT POPAT SURYAVANSHI,MALE,BMUP,3337,3,3340,1.47%,341964,
258,Man ,5 PRAMOD RAMCHANDRA GAWADE,MALE,VBA,1899,28,1927,0.85%,341964,
258,Man ,6 NOTA,,NOTA,1522,3,1525,0.67%,341964,
258,Man ,7 NARAYAN TATOBA KALEL,MALE,BSP,986,3,989,0.43%,341964,
258,Man ,8 SANDIP JANARDAN KHARAT,MALE,IND,636,5,641,0.28%,341964,
258,Man ,9 SANDIP ANADRAO DESHMUKH,MALE,IND,550,2,552,0.24%,341964,
258,Man ,10 RAJKUMAR SADHU MANE,MALE,BAHUMP,541,1,542,0.24%,341964,
258,Man ,11 HANMANT SAVALA DESHMUKH,MALE,IND,420,2,422,0.19%,341964,
258,Man ,12 NANASO RAMHARI YADAV,MALE,BPSJP,411,3,414,0.18%,341964,
 TOTAL : ,,,,,225629,2157,227786,66.61%,,
259,Karad North,1 Balasaheb Urf Shamrao Pandurang Patil,MALE,NCP,99899,610,100509,50.39%,294470,
259,Karad North,2 Manoj Bhimrao Ghorpade,MALE,IND,51043,251,51294,25.72%,294470,
259,Karad North,3 Dhairyashil Dnyandeo Kadam,MALE,SHS,39544,247,39791,19.95%,294470,
259,Karad North,4 Subhash Baburao Pisal,MALE,VBA,3970,13,3983,2.00%,294470,
259,Karad North,5 Jagannath Laxman Waghamare,MALE,BSP,1818,9,1827,0.92%,294470,
259,Karad North,6 NOTA,,NOTA,1271,9,1280,0.64%,294470,
259,Karad North,7 Jagannath Ganapati Sonawale,MALE,IND,758,5,763,0.38%,294470,
 TOTAL : ,,,,,198303,1144,199447,67.73%,,
260,Karad South,1 CHAVAN PRITHVIRAJ DAJISAHEB,MALE,INC,91790,506,92296,43.90%,292525,
260,Karad South,2 DR.ATULBABA SURESH BHOSALE,MALE,BJP,82277,889,83166,39.56%,292525,
260,Karad South,3 Adv. UDAYSINH VILASRAO PATIL (UNDALKAR),MALE,IND,29099,302,29401,13.99%,292525,
260,Karad South,4 ANAND RAMESH THORAWADE,MALE,BSP,1055,,1055,0.50%,292525,
260,Karad South,5 ANANDRAO BABURAO LADE,MALE,IND,751,1,752,0.36%,292525,
260,Karad South,6 PANJABRAO MAHADEV PATIL(TALGAONKAR),MALE,BALP,691,,691,0.33%,292525,
260,Karad South,7 SHIKALGAR ALTAF ABDULGANI,MALE,AIMIM,689,1,690,0.33%,292525,
260,Karad South,8 BALKRISHNA SHANKAR DESAI,MALE,VBA,651,7,658,0.31%,292525,
260,Karad South,9 NOTA,,NOTA,580,4,584,0.28%,292525,
260,Karad South,10 VISHWJEET ASHOK PATIL (UNDALKAR),MALE,IND,301,1,302,0.14%,292525,
260,Karad South,11 LATIFA SULEMAN MUJAWAR,FEMALE,IND,195,,195,0.09%,292525,
260,Karad South,12 RASAL SADASHIV SITARAM,MALE,IND,159,,159,0.08%,292525,
260,Karad South,13 VAISHANVI RAJENDRAKUMAR BHOSALE,FEMALE,IND,141,1,142,0.07%,292525,
260,Karad South,14 AMOL HARIBA SATHE,MALE,IND,133,,133,0.06%,292525,
 TOTAL : ,,,,,208512,1712,210224,71.87%,,
261,Patan,1 DESAI SHAMBHURAJ SHIVAJIRAO,MALE,SHS,105892,374,106266,52.01%,300692,
261,Patan,2 SATYAJIT VIKRAMSINH PATANKAR,MALE,NCP,91435,656,92091,45.07%,300692,
261,Patan,3 NOTA,,NOTA,1546,1,1547,0.76%,300692,
261,Patan,4 SHIVAJI BHIMAJI KAMBLE,MALE,BSP,1472,1,1473,0.72%,300692,
261,Patan,5 ASHOKRAO TATOBA DEVKANT,MALE,VBA,1386,6,1392,0.68%,300692,
261,Patan,6 SAGAR LAXMAN JADHAV,MALE,IND,598,1,599,0.29%,300692,
261,Patan,7 PRAKASH SADASHIV PAWAR,MALE,IND,406,1,407,0.20%,300692,
261,Patan,8 AJITKUMAR DINKAR MOHITE,MALE,IND,188,2,190,0.09%,300692,
261,Patan,9 SHARAD HANMANT EKAWADE,MALE,SBBGP,187,,187,0.09%,300692,
261,Patan,10 SAYAJIRAO DAMODAR KHAMKAR,MALE,SERSNMH,160,,160,0.08%,300692,
 TOTAL : ,,,,,203270,1042,204312,67.95%,,
262,Satara,1 Bhonsle Shivendrasinh Abhaysinhraje,MALE,BJP,117334,671,118005,59.05%,337831,
262,Satara,2 Deepak Sahebrao Pawar,MALE,NCP,74080,501,74581,37.32%,337831,
262,Satara,3 Ashok Gorakhnath Dixit,MALE,VBA,3130,24,3154,1.58%,337831,
262,Satara,4 NOTA,,NOTA,1966,12,1978,0.99%,337831,
262,Satara,5 Shivaji Narayan Bhosale,MALE,IND,947,,947,0.47%,337831,
262,Satara,6 Abhijit Wamanrao Awade-Bichukale,MALE,IND,754,5,759,0.38%,337831,
262,Satara,7 Vijayanand Shankarrao Shinde,MALE,IND,425,,425,0.21%,337831,
 TOTAL : ,,,,,198636,1213,199849,59.16%,,
263,Dapoli,1 Kadam Yogeshdada Ramdas,MALE,SHS,94993,371,95364,51.31%,280785,
263,Dapoli,2 Kadam Sanjayrao Vasant,MALE,NCP,81262,524,81786,44.00%,280785,
263,Dapoli,3 NOTA,,NOTA,2705,6,2711,1.46%,280785,
263,Dapoli,4 Marchande Pravin Sahadeo,MALE,BSP,2010,5,2015,1.08%,280785,
263,Dapoli,5 Khopkar Santosh Dattaram,MALE,VBA,1324,12,1336,0.72%,280785,
263,Dapoli,6 Sanjay Sambhaji Kadam,MALE,IND,1074,,1074,0.58%,280785,
263,Dapoli,7 Patil Suvarna Sunil,FEMALE,IND,824,8,832,0.45%,280785,
263,Dapoli,8 Sanjay Sitaram Kadam,MALE,IND,255,1,256,0.14%,280785,
263,Dapoli,9 Kadam Yogeshdada Dipak,MALE,IND,144,,144,0.08%,280785,
263,Dapoli,10 Vikas Ramchandra Batawle,MALE,IND,117,1,118,0.06%,280785,
263,Dapoli,11 Vijay Daji More,MALE,IND,113,,113,0.06%,280785,
263,Dapoli,12 Sanjay Dagadu Kadam,MALE,IND,112,,112,0.06%,280785,
 TOTAL : ,,,,,184933,928,185861,66.19%,,
264,Guhagar ,1 BHASKAR BHAURAO JADHAV,MALE,SHS,78614,134,78748,55.18%,240386,
264,Guhagar ,2 BETKAR SAHADEV DEVJI,MALE,NCP,52092,205,52297,36.65%,240386,
264,Guhagar ,3 JADHAV VIKAS YASHWANT,MALE,VBA,5061,8,5069,3.55%,240386,
264,Guhagar ,4 GANESH ARUN KADAM,MALE,MNS,2519,5,2524,1.77%,240386,
264,Guhagar ,5 NOTA,,NOTA,2058,3,2061,1.44%,240386,
264,Guhagar ,6 UMESH UDAY PAWAR,MALE,BSP,2004,5,2009,1.41%,240386,
 TOTAL : ,,,,,142348,360,142708,59.37%,,
265,Chiplun,1 Shekhar Govindrao Nikam,MALE,NCP,100995,583,101578,57.09%,270366,
265,Chiplun,2 Chavan Sadanand Narayan,MALE,SHS,71400,254,71654,40.27%,270366,
265,Chiplun,3 Sachin Laxman Mohite,MALE,BSP,2381,11,2392,1.34%,270366,
265,Chiplun,4 NOTA,,NOTA,2293,4,2297,1.29%,270366,
